"vrq","attain","pid","sex","sc","sid","fed","choice","med","cons","pupil"
123,10,13,"Female",20,4,1,1,1,1,21
102,3,13,"Female",31,4,0,1,0,1,23
105,6,13,"Female",31,4,0,1,0,1,20
113,5,13,"Female",20,4,0,1,0,1,22
108,10,13,"Male",0,4,0,1,0,1,11
120,9,13,"Female",0,4,0,2,0,1,5
109,10,13,"Male",0,4,0,1,0,1,4
101,7,13,"Female",20,4,0,1,1,1,1
105,4,13,"Female",0,4,0,1,1,1,15
111,10,13,"Male",1,4,1,1,1,1,25
81,3,13,"Male",20,4,0,1,0,1,26
123,9,13,"Female",0,4,0,2,0,1,2
79,3,13,"Female",0,4,0,1,0,1,27
91,5,13,"Male",0,4,1,1,1,1,3
110,10,13,"Male",20,4,1,1,0,1,12
116,10,13,"Female",20,4,1,1,1,1,7
126,10,13,"Male",20,4,1,1,1,1,6
103,6,13,"Male",20,4,0,1,0,1,14
90,7,13,"Male",0,4,0,1,0,1,9
96,4,13,"Female",0,4,0,1,0,1,10
102,9,13,"Female",0,4,1,1,1,1,8
99,5,13,"Female",20,4,0,2,0,1,13
80,3,14,"Female",0,4,0,1,0,1,6
111,10,15,"Male",31,4,0,1,0,1,29
92,6,15,"Female",0,4,0,1,0,1,25
104,8,15,"Male",0,4,0,2,0,1,4
90,6,15,"Female",0,4,0,1,0,1,2
91,4,15,"Female",0,4,1,1,0,1,3
77,2,15,"Male",0,4,0,1,0,1,1
104,5,15,"Female",20,4,1,1,1,1,30
99,4,15,"Male",0,4,0,1,0,1,10
77,6,15,"Male",31,4,0,1,0,1,12
90,4,15,"Male",0,4,0,4,0,1,11
83,5,15,"Female",0,4,0,1,0,1,28
116,10,15,"Female",0,4,0,1,0,1,26
94,4,15,"Female",0,4,1,1,0,1,24
78,3,15,"Female",0,4,0,1,0,1,27
107,8,15,"Female",31,4,1,1,0,1,21
83,6,15,"Male",0,4,0,1,0,1,9
102,9,15,"Male",0,4,0,1,0,1,7
75,2,15,"Male",1,4,1,1,0,1,6
100,2,15,"Female",20,4,0,1,1,1,22
108,6,15,"Male",0,4,0,1,0,1,19
92,4,15,"Male",0,4,0,1,0,1,8
108,9,15,"Female",0,4,1,1,1,1,20
112,9,15,"Male",20,4,1,1,0,1,23
107,8,15,"Male",0,4,0,1,1,1,5
94,2,15,"Female",0,4,0,1,0,1,13
114,10,15,"Male",0,4,0,1,1,1,16
108,8,15,"Female",0,4,0,1,0,1,17
107,10,15,"Female",31,4,0,1,0,1,14
102,5,15,"Male",0,4,0,1,1,1,15
75,2,15,"Male",0,4,0,1,0,1,18
71,2,17,"Male",0,4,1,2,0,1,3
75,2,17,"Female",0,4,0,1,0,1,6
99,7,17,"Female",0,4,0,1,0,1,4
98,9,17,"Male",0,4,0,1,1,1,5
105,4,17,"Female",0,4,0,1,0,1,2
103,7,17,"Male",31,4,1,1,1,1,22
100,9,17,"Male",0,4,0,1,0,1,16
75,2,17,"Male",31,4,0,1,0,1,37
91,4,17,"Male",20,4,1,1,1,1,23
98,4,17,"Male",31,4,0,1,0,1,25
122,10,17,"Male",31,4,0,1,1,1,19
91,2,17,"Female",0,4,0,1,0,1,20
99,6,17,"Male",0,4,1,1,0,1,17
85,6,17,"Male",1,4,1,2,1,1,21
106,10,17,"Female",0,4,0,1,0,1,11
125,10,17,"Male",0,4,0,1,1,1,34
107,10,17,"Male",0,4,0,1,1,1,35
106,8,17,"Female",0,4,0,1,1,1,32
110,10,17,"Male",31,4,0,1,1,1,33
134,10,17,"Male",0,4,0,1,0,1,29
117,9,17,"Male",0,4,0,1,0,1,30
86,2,17,"Female",0,4,0,1,0,1,28
94,9,17,"Male",0,4,0,1,0,1,36
100,4,17,"Male",0,4,1,1,1,1,26
112,10,17,"Female",1,4,0,1,0,1,27
100,5,17,"Male",1,4,1,1,0,1,18
70,3,17,"Male",0,4,0,1,0,1,13
100,6,17,"Female",20,4,1,2,1,1,15
100,5,17,"Male",20,4,0,1,0,1,14
85,2,17,"Male",0,4,0,1,0,1,24
135,9,17,"Male",31,4,0,1,0,1,10
105,9,17,"Male",20,4,0,2,0,1,7
123,10,17,"Male",0,4,0,1,0,1,9
106,8,17,"Female",20,4,1,1,1,1,12
108,7,17,"Male",20,4,0,2,0,1,1
102,10,17,"Female",0,4,0,1,0,1,8
79,4,18,"Female",0,4,0,2,0,1,12
109,7,18,"Female",20,4,0,2,0,1,3
90,3,18,"Female",0,4,1,2,0,1,21
112,9,18,"Female",0,4,0,2,1,1,23
100,3,19,"Male",20,4,0,1,0,1,5
77,2,20,"Male",0,4,0,1,0,1,20
78,1,20,"Female",31,4,1,2,1,1,1
102,10,21,"Male",31,4,0,2,0,1,4
90,3,24,"Male",31,4,0,1,1,1,49
78,2,42,"Female",0,4,0,1,1,1,1
116,10,47,"Female",0,4,0,2,0,1,45
107,10,47,"Male",20,4,1,4,1,1,33
105,9,47,"Male",0,4,1,1,1,1,51
89,4,47,"Female",31,4,1,2,1,1,46
81,4,49,"Male",20,4,0,1,0,1,24
90,5,49,"Male",0,4,1,1,1,1,31
102,6,49,"Female",31,4,1,1,0,1,26
82,6,49,"Female",0,4,0,1,0,1,30
90,2,49,"Female",0,4,0,1,0,1,27
73,3,49,"Male",0,4,0,2,0,1,3
84,5,49,"Female",20,4,0,2,0,1,14
108,9,49,"Male",1,4,0,1,1,1,13
90,2,49,"Female",0,4,0,1,0,1,5
106,8,49,"Male",20,4,1,1,0,1,6
94,5,49,"Male",31,4,0,1,1,1,29
94,9,49,"Female",0,4,0,1,1,1,9
122,8,49,"Female",31,4,1,1,1,1,10
108,10,49,"Female",20,4,0,1,0,1,11
102,2,49,"Male",0,4,0,1,0,1,16
93,5,49,"Female",0,4,0,1,0,1,28
91,9,49,"Male",0,4,0,1,0,1,18
70,4,49,"Male",0,4,0,2,1,1,15
91,5,49,"Male",31,4,0,1,1,1,25
88,4,49,"Female",0,4,0,1,0,1,8
105,8,49,"Female",0,4,0,1,0,1,7
102,9,49,"Female",0,4,0,1,0,1,20
90,9,49,"Male",20,4,1,1,1,1,4
91,9,49,"Female",20,4,0,1,0,1,19
100,5,50,"Male",0,4,0,2,0,1,33
98,7,50,"Female",20,4,1,2,0,1,24
103,8,50,"Male",0,4,0,2,0,1,30
112,10,50,"Male",20,4,1,2,1,1,28
110,10,50,"Male",1,4,1,2,1,1,23
92,9,50,"Female",0,4,0,2,0,1,29
127,10,3,"Male",0,5,0,1,1,1,2
99,10,3,"Female",1,5,1,1,1,1,1
100,6,3,"Female",0,5,1,1,1,1,3
96,5,6,"Female",0,5,0,1,0,1,21
92,6,6,"Male",0,5,0,1,0,1,31
92,5,6,"Male",0,5,0,1,0,1,23
103,6,6,"Female",20,5,0,1,0,1,24
96,2,6,"Male",0,5,0,1,0,1,28
99,6,6,"Female",20,5,0,1,0,1,32
78,3,6,"Male",0,5,0,4,0,1,27
127,10,6,"Male",20,5,0,1,1,1,30
96,8,6,"Male",20,5,0,1,0,1,50
106,8,6,"Male",1,5,0,1,0,1,52
85,9,6,"Male",1,5,1,1,1,1,1
81,2,6,"Male",0,5,1,1,1,1,22
110,10,6,"Male",20,5,1,1,1,1,4
99,2,6,"Female",0,5,0,1,0,1,53
78,3,6,"Male",0,5,0,1,1,1,26
94,2,6,"Male",0,5,0,1,0,1,25
70,2,6,"Male",0,5,0,4,0,1,34
96,10,6,"Male",20,5,0,1,0,1,13
89,4,6,"Male",0,5,0,1,0,1,15
82,4,6,"Male",20,5,0,1,0,1,12
93,3,6,"Male",0,5,0,1,0,1,18
98,9,6,"Female",0,5,1,1,0,1,16
118,10,6,"Female",0,5,0,1,0,1,55
79,2,6,"Male",0,5,0,4,0,1,14
107,10,6,"Female",20,5,1,1,1,1,54
89,8,6,"Male",20,5,1,1,1,1,51
105,10,6,"Male",0,5,0,1,0,1,29
93,10,6,"Female",0,5,0,1,0,1,10
99,7,6,"Female",0,5,1,1,1,1,11
80,4,6,"Male",0,5,0,1,0,1,9
84,4,6,"Male",0,5,0,1,0,1,33
85,2,6,"Male",0,5,0,1,0,1,17
92,4,6,"Female",0,5,1,1,0,1,20
108,7,6,"Female",0,5,0,1,0,1,7
108,9,6,"Male",20,5,0,1,1,1,5
96,9,6,"Female",20,5,0,2,0,1,8
103,2,6,"Female",0,5,1,1,1,1,2
89,9,6,"Female",0,5,0,1,0,1,41
98,3,6,"Female",0,5,0,1,0,1,42
95,4,6,"Male",31,5,0,1,0,1,3
99,9,6,"Female",20,5,1,1,1,1,45
98,6,6,"Male",0,5,0,1,1,1,6
99,8,6,"Male",31,5,0,1,0,1,44
107,10,6,"Female",0,5,0,1,0,1,43
95,6,6,"Female",0,5,0,1,1,1,38
88,2,6,"Female",31,5,0,1,0,1,40
70,2,6,"Male",0,5,0,1,0,1,35
86,2,6,"Female",0,5,0,1,0,1,39
83,2,6,"Female",0,5,1,1,1,1,46
98,10,6,"Male",20,5,0,1,0,1,49
118,10,6,"Female",20,5,0,1,0,1,37
99,8,6,"Male",20,5,0,1,1,1,36
100,9,22,"Male",20,5,0,1,0,1,4
140,10,22,"Female",0,5,0,1,0,1,7
86,2,22,"Male",0,5,0,1,0,1,5
96,4,22,"Female",0,5,0,1,0,1,9
108,10,22,"Female",31,5,0,1,0,1,8
108,7,22,"Female",20,5,0,1,0,1,11
77,2,22,"Male",0,5,0,1,0,1,23
88,6,22,"Female",0,5,0,1,0,1,27
101,7,22,"Male",1,5,0,1,0,1,22
89,9,22,"Female",1,5,1,1,1,1,25
95,10,22,"Female",0,5,1,1,1,1,24
99,9,22,"Female",0,5,0,1,1,1,15
92,3,22,"Female",0,5,0,1,0,1,13
109,9,22,"Male",0,5,1,1,1,1,12
109,10,22,"Male",20,5,1,1,1,1,20
95,2,22,"Male",20,5,1,1,1,1,14
81,2,22,"Male",0,5,0,1,0,1,16
108,8,22,"Female",20,5,0,1,0,1,1
83,2,22,"Female",0,5,1,1,1,1,2
92,3,22,"Male",0,5,1,1,1,1,3
100,5,22,"Female",0,5,0,4,0,1,17
100,4,22,"Female",0,5,1,1,1,1,19
84,3,22,"Male",31,5,0,1,0,1,21
96,5,22,"Female",0,5,0,1,1,1,18
118,8,22,"Male",31,5,0,1,0,1,26
107,6,24,"Female",0,5,0,1,1,1,29
96,7,25,"Female",31,5,0,1,0,1,9
90,3,25,"Male",31,5,0,1,0,1,27
95,3,25,"Male",0,5,0,1,1,1,23
86,2,25,"Male",31,5,0,1,0,1,38
117,8,25,"Male",31,5,0,1,0,1,41
121,10,25,"Female",0,5,0,1,0,1,21
84,2,25,"Male",0,5,1,1,1,1,42
117,10,25,"Female",20,5,1,4,1,1,4
70,2,25,"Female",0,5,0,1,0,1,37
94,7,25,"Male",0,5,1,1,1,1,31
121,10,25,"Female",0,5,0,1,0,1,26
118,9,26,"Male",0,5,0,1,1,1,10
88,2,26,"Female",0,5,0,1,0,1,8
113,9,26,"Male",20,5,0,1,0,1,9
110,10,26,"Female",20,5,0,1,0,1,12
112,10,26,"Male",1,5,1,1,1,1,6
94,3,26,"Female",0,5,0,1,0,1,11
116,9,26,"Female",0,5,0,1,0,1,5
96,7,26,"Male",0,5,0,4,0,1,2
111,8,26,"Female",31,5,0,1,0,1,1
91,7,26,"Female",0,5,1,4,0,1,24
95,2,26,"Male",0,5,0,1,0,1,3
95,2,26,"Male",0,5,1,1,1,1,26
92,3,26,"Male",20,5,0,4,0,1,22
101,8,26,"Female",0,5,0,1,0,1,30
99,9,26,"Male",20,5,1,1,1,1,23
73,2,26,"Male",0,5,0,4,0,1,4
104,10,26,"Male",20,5,1,1,1,1,29
70,2,26,"Male",0,5,0,4,0,1,20
106,8,26,"Male",0,5,0,1,0,1,17
84,5,26,"Female",0,5,0,1,0,1,21
119,9,26,"Female",1,5,1,1,1,1,14
95,7,26,"Male",20,5,1,1,0,1,25
116,7,26,"Male",31,5,0,1,0,1,19
83,3,26,"Male",0,5,1,1,1,1,18
118,10,26,"Female",20,5,0,2,0,1,7
94,8,26,"Male",20,5,1,1,1,1,28
107,4,26,"Male",0,5,0,1,0,1,16
104,5,26,"Female",0,5,1,1,0,1,15
103,3,26,"Male",31,5,0,1,0,1,27
70,2,26,"Male",0,5,0,4,0,1,13
93,4,27,"Female",0,5,0,1,0,1,22
102,4,27,"Female",0,5,0,1,1,1,27
90,2,28,"Male",20,5,0,1,0,1,22
95,4,28,"Male",0,5,1,4,1,1,14
104,5,31,"Female",0,5,0,1,1,1,5
84,2,32,"Male",1,5,0,1,1,1,58
106,3,33,"Female",0,5,1,1,1,1,11
111,10,34,"Female",0,5,1,1,1,1,34
98,4,34,"Female",1,5,1,2,1,1,25
105,2,34,"Male",0,5,0,1,0,1,14
100,9,34,"Male",20,5,0,1,1,1,15
114,10,34,"Male",1,5,0,1,0,1,11
111,10,34,"Male",20,5,1,1,1,1,8
116,10,34,"Female",20,5,0,1,0,1,7
109,10,34,"Female",20,5,1,1,0,1,9
111,10,34,"Female",20,5,1,1,1,1,27
89,3,34,"Male",0,5,0,1,0,1,4
112,4,34,"Female",0,5,1,1,0,1,5
110,10,34,"Male",20,5,1,1,1,1,3
88,2,34,"Male",0,5,0,1,0,1,13
83,8,34,"Female",1,5,1,1,1,1,12
70,2,34,"Female",0,5,0,1,0,1,6
102,8,34,"Female",0,5,0,1,0,1,16
98,5,34,"Male",0,5,0,1,1,1,10
103,10,34,"Female",20,5,1,1,0,1,20
103,6,34,"Female",20,5,1,1,1,1,19
95,9,34,"Female",0,5,1,1,1,1,38
98,6,34,"Female",0,5,0,1,0,1,18
128,9,34,"Male",1,5,1,1,1,1,23
94,10,34,"Male",1,5,1,1,0,1,22
109,6,34,"Female",1,5,1,1,1,1,41
99,2,34,"Female",0,5,0,1,0,1,24
119,10,34,"Male",0,5,0,1,0,1,40
96,2,34,"Male",0,5,1,1,1,1,39
80,2,34,"Female",0,5,1,1,1,1,42
116,10,34,"Male",20,5,1,1,0,1,43
98,10,34,"Male",0,5,0,1,1,1,33
128,10,34,"Female",1,5,1,1,1,1,37
81,2,34,"Male",0,5,0,4,0,1,28
112,8,34,"Male",20,5,0,1,0,1,26
110,10,34,"Female",20,5,1,1,1,1,36
95,6,34,"Female",0,5,1,1,0,1,35
114,8,34,"Female",1,5,1,1,1,1,21
122,9,34,"Male",0,5,0,1,0,1,30
88,2,34,"Female",0,5,0,1,1,1,17
90,2,34,"Male",20,5,0,1,0,1,32
122,10,34,"Female",20,5,1,1,1,1,29
96,7,34,"Female",20,5,1,1,1,1,31
96,4,72,"Male",20,5,1,1,0,1,5
140,10,85,"Female",1,5,1,1,1,1,21
85,2,105,"Female",0,5,0,1,0,1,12
84,2,128,"Male",0,5,1,1,1,1,9
70,2,146,"Male",0,5,0,1,1,1,1
107,10,4,"Female",20,6,0,2,0,1,7
89,7,7,"Female",0,6,0,1,1,1,15
84,4,7,"Female",20,6,0,2,0,1,18
101,9,7,"Male",20,6,0,2,0,1,11
132,10,7,"Male",0,6,0,2,1,1,9
75,2,9,"Female",1,6,1,1,1,1,2
116,10,14,"Female",0,6,0,1,0,1,19
108,7,14,"Female",0,6,0,1,0,1,11
99,6,14,"Female",0,6,0,1,0,1,4
102,6,15,"Female",0,6,0,1,0,1,31
106,8,17,"Male",20,6,0,1,0,1,31
115,10,24,"Female",20,6,1,1,0,1,6
103,9,24,"Female",0,6,1,1,1,1,4
106,8,24,"Female",31,6,1,1,1,1,38
100,10,24,"Male",31,6,0,1,0,1,31
109,10,24,"Female",31,6,0,1,0,1,1
115,10,24,"Female",20,6,0,1,0,1,9
106,4,24,"Female",31,6,0,1,0,1,5
116,10,24,"Male",20,6,1,1,0,1,8
112,10,24,"Female",0,6,0,1,0,1,7
98,6,24,"Male",0,6,0,1,0,1,2
105,10,24,"Female",31,6,1,1,1,1,35
111,7,24,"Female",0,6,0,1,0,1,34
98,5,24,"Female",0,6,0,1,0,1,33
93,2,24,"Female",31,6,1,1,1,1,22
108,5,24,"Male",31,6,0,1,0,1,23
124,8,24,"Female",0,6,0,1,1,1,30
113,10,24,"Female",20,6,0,1,0,1,27
99,10,24,"Male",0,6,1,1,0,1,32
91,4,24,"Male",20,6,1,1,1,1,36
120,9,24,"Male",20,6,0,1,1,1,28
103,8,24,"Male",20,6,0,1,0,1,37
110,10,24,"Female",20,6,1,1,1,1,56
102,10,24,"Female",1,6,1,1,1,1,51
93,6,24,"Male",0,6,1,1,1,1,41
110,10,24,"Male",31,6,0,1,0,1,40
113,9,24,"Female",20,6,0,1,0,1,45
111,9,24,"Female",20,6,1,1,1,1,50
115,10,24,"Female",20,6,0,1,0,1,48
71,3,24,"Male",0,6,1,1,1,1,46
108,6,24,"Female",20,6,1,1,1,1,53
116,8,24,"Female",20,6,0,1,0,1,54
112,10,24,"Male",0,6,0,1,0,1,57
99,3,24,"Female",0,6,0,1,0,1,44
116,9,24,"Female",0,6,0,1,0,1,42
90,4,24,"Male",0,6,0,1,0,1,52
116,4,24,"Male",0,6,0,1,0,1,43
99,7,24,"Female",20,6,1,1,1,1,3
107,9,24,"Male",0,6,0,1,0,1,16
98,2,24,"Male",20,6,1,1,0,1,19
100,8,24,"Male",0,6,0,1,0,1,20
109,10,24,"Male",20,6,0,1,0,1,21
112,3,24,"Male",31,6,0,1,0,1,17
130,10,24,"Female",20,6,1,1,1,1,18
100,6,24,"Male",0,6,0,1,0,1,47
111,10,24,"Female",31,6,0,1,0,1,14
105,9,24,"Male",20,6,0,1,0,1,13
115,10,24,"Male",20,6,0,1,0,1,39
96,5,24,"Female",0,6,0,1,1,1,10
105,9,24,"Male",0,6,0,1,1,1,12
121,10,24,"Male",31,6,0,1,0,1,15
116,9,24,"Male",20,6,0,1,0,1,11
102,5,24,"Male",31,6,0,1,0,1,55
99,10,24,"Female",20,6,0,1,0,1,24
91,4,24,"Female",20,6,1,1,0,1,26
98,3,24,"Male",31,6,0,1,0,1,25
120,10,25,"Female",31,6,1,1,1,1,25
95,5,25,"Male",20,6,0,2,0,1,30
89,3,25,"Male",0,6,0,1,0,1,28
95,7,25,"Female",20,6,0,2,0,1,29
91,3,25,"Male",20,6,0,1,0,1,5
108,9,25,"Female",0,6,0,1,0,1,24
115,10,25,"Male",0,6,1,2,1,1,17
103,8,25,"Male",0,6,0,1,0,1,18
94,4,25,"Female",0,6,1,1,1,1,19
101,6,25,"Male",20,6,0,2,1,1,20
98,5,25,"Male",0,6,0,1,0,1,13
96,6,25,"Female",0,6,0,1,1,1,32
106,5,25,"Female",0,6,0,1,0,1,12
104,7,25,"Female",0,6,0,1,1,1,14
92,6,25,"Male",20,6,0,1,0,1,10
75,2,25,"Male",20,6,0,2,0,1,11
123,10,25,"Female",1,6,1,2,0,1,8
102,8,25,"Female",0,6,0,2,0,1,16
110,9,25,"Male",0,6,0,1,0,1,6
98,9,25,"Female",0,6,0,2,1,1,7
93,3,25,"Female",0,6,1,1,1,1,15
100,2,25,"Male",0,6,0,1,0,1,45
113,9,25,"Male",0,6,0,2,1,1,36
115,9,25,"Female",0,6,1,1,0,1,1
104,10,25,"Male",0,6,0,2,0,1,46
102,3,25,"Female",0,6,0,1,1,1,3
95,6,25,"Female",0,6,0,1,0,1,40
99,8,25,"Female",31,6,0,1,1,1,2
96,3,25,"Female",0,6,1,1,1,1,39
120,10,25,"Female",0,6,0,2,1,1,34
93,4,25,"Female",0,6,0,1,0,1,22
99,3,25,"Male",0,6,1,1,0,1,33
109,10,25,"Female",0,6,0,1,0,1,35
106,10,25,"Female",20,6,1,1,0,1,43
91,4,25,"Female",0,6,0,1,0,1,44
89,2,27,"Female",0,6,1,1,0,1,44
74,2,27,"Male",0,6,0,1,0,1,42
118,7,27,"Female",0,6,1,1,1,1,40
70,2,27,"Male",0,6,0,1,0,1,43
103,6,27,"Female",0,6,0,1,0,1,45
89,2,27,"Male",0,6,0,1,0,1,41
94,2,27,"Male",20,6,0,1,0,1,46
85,2,27,"Male",0,6,0,1,0,1,26
91,2,27,"Male",0,6,0,1,0,1,5
90,2,27,"Female",0,6,0,1,0,1,4
100,5,27,"Female",0,6,0,1,0,1,38
81,5,27,"Male",20,6,0,2,0,1,37
121,10,27,"Female",0,6,0,1,0,1,34
93,5,27,"Female",0,6,1,1,1,1,12
113,9,27,"Female",0,6,0,1,0,1,6
102,4,27,"Female",0,6,1,4,1,1,3
109,10,27,"Male",0,6,0,1,0,1,2
95,10,27,"Male",0,6,1,1,1,1,11
94,5,27,"Female",0,6,0,1,0,1,18
83,2,27,"Male",0,6,0,1,0,1,14
80,2,27,"Male",0,6,0,1,0,1,16
92,3,27,"Female",0,6,1,1,0,1,17
78,4,27,"Male",0,6,1,1,1,1,35
108,10,27,"Female",0,6,0,1,1,1,36
70,2,27,"Female",0,6,0,1,0,1,15
106,10,27,"Female",20,6,0,2,1,1,23
98,2,27,"Male",0,6,0,1,0,1,13
116,10,27,"Male",0,6,0,1,0,1,25
111,10,27,"Female",20,6,0,1,0,1,28
107,4,27,"Female",0,6,0,1,0,1,33
92,2,27,"Male",0,6,0,1,0,1,21
77,2,27,"Female",0,6,0,1,0,1,20
79,2,27,"Male",0,6,0,1,0,1,24
91,7,27,"Male",0,6,0,1,0,1,32
104,8,27,"Female",0,6,0,1,0,1,31
103,6,27,"Female",0,6,0,1,0,1,30
76,2,27,"Male",20,6,0,1,0,1,10
102,10,27,"Male",0,6,0,1,0,1,9
119,10,27,"Male",1,6,1,2,1,1,8
89,3,27,"Male",0,6,1,1,1,1,7
89,5,27,"Male",0,6,0,1,1,1,29
72,2,27,"Female",20,6,0,4,0,1,1
101,10,27,"Female",20,6,1,1,1,1,39
113,10,28,"Male",31,6,0,2,0,1,21
88,3,28,"Male",0,6,0,1,0,1,19
82,2,28,"Male",0,6,0,2,0,1,17
104,10,28,"Male",20,6,1,1,1,1,13
127,10,28,"Female",0,6,1,2,0,1,18
89,2,28,"Male",0,6,0,2,1,1,11
83,2,28,"Female",0,6,0,1,0,1,8
109,10,28,"Female",0,6,0,2,0,1,1
92,10,28,"Female",0,6,1,2,1,1,4
93,7,28,"Male",1,6,0,2,0,1,5
110,5,28,"Female",0,6,0,2,1,1,16
91,3,28,"Male",0,6,0,2,0,1,10
93,9,28,"Female",0,6,0,1,0,1,2
106,10,28,"Female",20,6,0,2,1,1,9
114,10,28,"Male",1,6,0,1,1,1,3
93,5,29,"Male",20,6,1,2,1,1,11
72,2,29,"Female",0,6,0,1,0,1,4
100,4,29,"Male",0,6,0,2,0,1,9
75,2,29,"Female",0,6,0,1,0,1,7
88,2,32,"Female",0,6,1,1,1,1,37
76,2,32,"Male",0,6,0,1,0,1,41
84,3,32,"Female",0,6,0,1,0,1,34
82,2,32,"Male",0,6,0,1,0,1,35
99,10,32,"Male",0,6,1,1,1,1,38
115,10,32,"Male",20,6,0,1,0,1,42
85,2,32,"Male",31,6,0,1,0,1,36
110,9,32,"Female",0,6,0,1,1,1,50
110,8,32,"Female",20,6,1,1,0,1,51
89,3,32,"Female",20,6,1,1,1,1,12
107,9,32,"Male",20,6,0,1,0,1,19
105,6,32,"Female",0,6,1,1,1,1,53
99,5,32,"Male",0,6,1,2,1,1,49
85,2,32,"Male",0,6,0,1,0,1,52
116,10,32,"Male",0,6,1,1,1,1,46
91,4,32,"Female",0,6,0,1,1,1,18
102,6,32,"Male",31,6,1,4,1,1,13
85,3,32,"Male",0,6,0,1,0,1,15
108,8,32,"Male",20,6,0,1,0,1,23
89,7,32,"Female",0,6,1,1,1,1,22
91,2,32,"Female",0,6,0,1,0,1,14
103,6,32,"Female",0,6,1,1,1,1,20
107,3,32,"Male",20,6,0,1,0,1,21
74,2,32,"Male",0,6,0,1,0,1,39
81,4,32,"Male",0,6,0,1,1,1,31
90,3,32,"Male",0,6,0,1,0,1,32
113,9,32,"Female",0,6,0,1,1,1,28
80,3,32,"Male",0,6,0,1,1,1,30
88,3,32,"Male",0,6,0,1,0,1,43
83,2,32,"Male",0,6,0,1,0,1,25
124,10,32,"Male",0,6,0,1,0,1,26
98,3,32,"Male",0,6,0,1,0,1,27
93,2,32,"Male",0,6,0,1,0,1,48
111,10,32,"Female",20,6,1,2,1,1,45
103,5,32,"Female",0,6,1,1,1,1,54
84,6,32,"Male",0,6,0,1,0,1,47
88,2,32,"Female",20,6,1,1,1,1,29
90,2,32,"Female",0,6,0,1,0,1,24
90,4,32,"Female",31,6,0,1,0,1,55
104,3,32,"Female",0,6,1,1,1,1,56
75,2,32,"Male",0,6,1,1,1,1,57
89,4,32,"Male",0,6,0,1,0,1,16
115,7,32,"Female",0,6,0,1,1,1,9
86,3,32,"Female",0,6,0,1,1,1,10
112,9,32,"Female",0,6,0,1,1,1,1
103,3,32,"Male",0,6,0,1,1,1,6
105,9,32,"Female",0,6,0,1,0,1,7
88,5,32,"Female",0,6,1,1,1,1,8
92,7,32,"Male",0,6,1,1,1,1,3
92,2,32,"Male",0,6,0,1,1,1,11
99,5,32,"Female",0,6,0,1,0,1,5
85,3,32,"Female",0,6,0,1,0,1,2
94,4,32,"Female",0,6,1,1,1,1,4
73,2,33,"Male",0,6,0,1,0,1,28
90,3,33,"Male",0,6,1,1,1,1,8
93,5,33,"Female",0,6,0,1,0,1,24
104,8,33,"Female",0,6,0,1,0,1,25
106,7,33,"Male",0,6,0,1,1,1,7
98,3,33,"Female",0,6,0,1,0,1,9
98,10,33,"Female",0,6,0,1,0,1,10
104,6,33,"Male",0,6,0,2,1,1,6
85,4,33,"Male",31,6,0,1,1,1,22
80,5,33,"Male",0,6,0,1,0,1,20
76,2,33,"Male",0,6,0,1,0,1,21
102,2,33,"Male",0,6,1,1,1,1,23
81,4,33,"Female",0,6,0,1,0,1,27
81,2,33,"Male",0,6,0,1,0,1,19
83,2,33,"Male",0,6,0,4,0,1,26
104,3,33,"Female",0,6,0,1,0,1,18
99,2,33,"Female",0,6,0,1,0,1,4
114,8,33,"Female",0,6,1,1,0,1,33
80,2,33,"Female",0,6,0,1,0,1,34
84,3,33,"Female",0,6,1,1,1,1,32
90,2,33,"Male",0,6,1,1,1,1,29
102,10,33,"Male",20,6,0,1,0,1,5
92,4,33,"Female",0,6,0,1,1,1,31
86,2,33,"Male",31,6,1,2,1,1,30
88,5,33,"Male",31,6,0,1,1,1,17
105,10,33,"Female",0,6,0,1,0,1,1
80,2,33,"Female",31,6,0,2,0,1,2
91,2,33,"Female",0,6,1,2,1,1,15
104,9,33,"Female",0,6,1,1,0,1,13
77,3,33,"Male",0,6,0,1,0,1,14
92,6,33,"Female",0,6,1,2,1,1,16
101,6,33,"Male",0,6,0,1,0,1,3
113,10,35,"Male",0,6,0,1,0,1,19
89,5,118,"Female",20,6,0,1,0,1,2
95,4,2,"Male",0,7,0,4,1,1,3
102,2,2,"Male",0,7,0,1,0,1,5
89,7,2,"Female",20,7,0,1,0,1,4
84,2,2,"Male",0,7,0,1,0,1,2
72,2,2,"Female",0,7,1,2,1,1,6
120,10,2,"Female",0,7,1,1,1,1,7
114,10,2,"Female",0,7,1,1,1,1,1
70,2,16,"Female",0,7,1,4,1,1,28
91,2,16,"Male",20,7,0,1,0,1,20
116,10,16,"Female",0,7,0,1,0,1,27
92,2,16,"Male",0,7,0,1,0,1,26
100,2,16,"Male",0,7,0,1,0,1,22
109,7,16,"Female",0,7,0,1,0,1,19
98,9,16,"Female",0,7,1,2,0,1,21
99,3,16,"Male",1,7,0,4,0,1,23
76,2,16,"Female",0,7,0,4,0,1,18
129,10,16,"Male",0,7,1,4,1,1,10
70,3,16,"Female",0,7,0,1,0,1,11
98,2,16,"Male",0,7,1,1,0,1,13
110,10,16,"Female",0,7,0,1,1,1,24
107,3,16,"Male",0,7,0,1,1,1,25
96,10,16,"Male",0,7,0,4,0,1,9
108,5,16,"Male",0,7,0,4,0,1,14
